Dataset,EI-oc,EI-oc,EI-oc,TDT,TDT,TDT,V-oc,V-oc,V-oc,SST5,SST5,SST5
Metric,accuracy,macro_f1,pearson_correlation,accuracy,macro_f1,pearson_correlation,accuracy,macro_f1,pearson_correlation,accuracy,macro_f1,pearson_correlation
Model,,,,,,,,,,,,
Emobloom-7b,0.5677525321653436,0.5437570983994673,,0.48760330578512395,0.49506068670085024,,0.44976076555023925,0.42879772464686255,,0.41126194067370536,0.360495490620081,
Emollama-7b,0.6030617823947513,0.5690750302850237,,0.5927209705372617,0.4766122766122766,,0.4822274881516588,0.43324353087651474,,0.179328165374677,0.13265021261471752,
Emollama-chat-13b,0.6004915346805024,0.5700373333201434,,0.5957820738137083,0.5802570686628657,,0.48696682464454977,0.4608556696938639,,0.25087983911513323,0.20901655530298074,
Emollama-chat-7b,0.5911451216179284,0.5623237005074727,,0.5661375661375662,0.4782205230152357,,0.46144721233689207,0.418482747856953,,0.19228587634713556,0.16119541853147812,
Emoopt-13b,0.5846531949754232,0.5521385747847338,,0.5662393162393162,0.2416780665754674,,0.49228944246737844,0.44893116037515374,,0.23983739837398374,0.17304370396736413,
