dataset,model,mode,repeat_index,accuracy,f1_micro,f1_macro,pcc,ace
V-oc,Emollama-chat-7b,hybrid,6,0.4095744680851064,0.4095744680851064,0.3714264342552043,0.8152615081083869,0.043191489361702126
V-oc,Emollama-chat-7b,hybrid,7,0.4308510638297872,0.4308510638297872,0.3981296906652086,0.8315897056412119,0.053829787234042546
V-oc,Emollama-chat-7b,hybrid,8,0.48936170212765956,0.48936170212765956,0.4445193139535995,0.8541017239290547,0.03085106382978723
V-oc,Emollama-chat-7b,hybrid,9,0.44148936170212766,0.44148936170212766,0.38940070365956514,0.8334343852362698,0.0370212765957447
V-oc,Emollama-chat-7b,mondrian,0,0.4148936170212766,0.4148936170212766,0.35752308499157237,0.812324103583081,0.02999999999999998
V-oc,Emollama-chat-7b,mondrian,1,0.46808510638297873,0.46808510638297873,0.43515639175233284,0.8487628606817148,0.17446808510638298
V-oc,Emollama-chat-7b,mondrian,2,0.5053191489361702,0.5053191489361702,0.4606497951987289,0.8620987532036941,0.17340425531914894
V-oc,Emollama-chat-7b,mondrian,3,0.4946808510638298,0.4946808510638298,0.44341618687339357,0.8231857515468735,0.10106382978723405
V-oc,Emollama-chat-7b,mondrian,4,0.5,0.5,0.459874788446217,0.8563339243527368,0.1563829787234043
V-oc,Emollama-chat-7b,mondrian,5,0.4627659574468085,0.4627659574468085,0.4415214256136672,0.8559988654986711,0.1595744680851064
V-oc,Emollama-chat-7b,mondrian,6,0.4095744680851064,0.4095744680851064,0.3714264342552043,0.8152615081083869,0.0936170212765957
V-oc,Emollama-chat-7b,mondrian,7,0.4308510638297872,0.4308510638297872,0.3981296906652086,0.8315897056412119,0.13936170212765958
V-oc,Emollama-chat-7b,mondrian,8,0.48936170212765956,0.48936170212765956,0.4445193139535995,0.8541017239290547,0.07234042553191491
V-oc,Emollama-chat-7b,mondrian,9,0.44148936170212766,0.44148936170212766,0.38940070365956514,0.8334343852362698,0.12659574468085105
V-oc,Emoopt-13b,global,0,0.44148936170212766,0.44148936170212766,0.38541852920705066,0.831188172507102,0.02000000000000004
V-oc,Emoopt-13b,global,1,0.4734042553191489,0.4734042553191489,0.44834239992661706,0.8279670439758696,0.07978723404255317
V-oc,Emoopt-13b,global,2,0.5106382978723404,0.5106382978723404,0.4392226057869874,0.8752331623806755,0.037234042553191474
V-oc,Emoopt-13b,global,3,0.5106382978723404,0.5106382978723404,0.4603888171521394,0.8498694229521634,0.048297872340425554
V-oc,Emoopt-13b,global,4,0.5053191489361702,0.5053191489361702,0.4644318198744905,0.8677659321213494,0.10744680851063829
V-oc,Emoopt-13b,global,5,0.4627659574468085,0.4627659574468085,0.434678315726139,0.8431961888552681,0.06063829787234041
V-oc,Emoopt-13b,global,6,0.42021276595744683,0.42021276595744683,0.379561633396528,0.8140527119885211,0.045957446808510626
V-oc,Emoopt-13b,global,7,0.4148936170212766,0.4148936170212766,0.38326269843594213,0.8085561818310836,0.036170212765957444
V-oc,Emoopt-13b,global,8,0.526595744680851,0.526595744680851,0.47471783558218555,0.8627672089865579,0.04893617021276597
V-oc,Emoopt-13b,global,9,0.5319148936170213,0.5319148936170213,0.4596745539211282,0.8369599399960552,0.05425531914893618
V-oc,Emoopt-13b,hybrid,0,0.44148936170212766,0.44148936170212766,0.38541852920705066,0.831188172507102,0.02978723404255319
V-oc,Emoopt-13b,hybrid,1,0.4734042553191489,0.4734042553191489,0.44834239992661706,0.8279670439758696,0.06914893617021275
V-oc,Emoopt-13b,hybrid,2,0.5106382978723404,0.5106382978723404,0.4392226057869874,0.8752331623806755,0.036170212765957444
V-oc,Emoopt-13b,hybrid,3,0.5106382978723404,0.5106382978723404,0.4603888171521394,0.8498694229521634,0.034468085106382995
V-oc,Emoopt-13b,hybrid,4,0.5053191489361702,0.5053191489361702,0.4644318198744905,0.8677659321213494,0.1021276595744681
V-oc,Emoopt-13b,hybrid,5,0.4627659574468085,0.4627659574468085,0.434678315726139,0.8431961888552681,0.05
V-oc,Emoopt-13b,hybrid,6,0.42021276595744683,0.42021276595744683,0.379561633396528,0.8140527119885211,0.06382978723404256
V-oc,Emoopt-13b,hybrid,7,0.4148936170212766,0.4148936170212766,0.38326269843594213,0.8085561818310836,0.024042553191489357
V-oc,Emoopt-13b,hybrid,8,0.526595744680851,0.526595744680851,0.47471783558218555,0.8627672089865579,0.040851063829787246
V-oc,Emoopt-13b,hybrid,9,0.5319148936170213,0.5319148936170213,0.4596745539211282,0.8369599399960552,0.0521276595744681
V-oc,Emoopt-13b,mondrian,0,0.44148936170212766,0.44148936170212766,0.38541852920705066,0.831188172507102,0.04680851063829787
V-oc,Emoopt-13b,mondrian,1,0.4734042553191489,0.4734042553191489,0.44834239992661706,0.8279670439758696,0.17765957446808514
V-oc,Emoopt-13b,mondrian,2,0.5106382978723404,0.5106382978723404,0.4392226057869874,0.8752331623806755,0.09148936170212763
V-oc,Emoopt-13b,mondrian,3,0.5106382978723404,0.5106382978723404,0.4603888171521394,0.8498694229521634,0.12340425531914893
V-oc,Emoopt-13b,mondrian,4,0.5053191489361702,0.5053191489361702,0.4644318198744905,0.8677659321213494,0.1521276595744681
V-oc,Emoopt-13b,mondrian,5,0.4627659574468085,0.4627659574468085,0.434678315726139,0.8431961888552681,0.14361702127659576
V-oc,Emoopt-13b,mondrian,6,0.42021276595744683,0.42021276595744683,0.379561633396528,0.8140527119885211,0.07553191489361702
V-oc,Emoopt-13b,mondrian,7,0.4148936170212766,0.4148936170212766,0.38326269843594213,0.8085561818310836,0.1074468085106383
V-oc,Emoopt-13b,mondrian,8,0.526595744680851,0.526595744680851,0.47471783558218555,0.8627672089865579,0.09361702127659577
V-oc,Emoopt-13b,mondrian,9,0.5319148936170213,0.5319148936170213,0.4596745539211282,0.8369599399960552,0.12978723404255316
