dataset,model,mode,repeat_index,accuracy,f1_micro,f1_macro,pcc,ace
TDT,Emollama-7b,hybrid,1,0.5769230769230769,0.5769230769230769,0.491868608219727,0.4360195632529284,0.12769230769230772
TDT,Emollama-7b,hybrid,2,0.5153846153846153,0.5153846153846153,0.3951040938284082,0.3648105246876285,0.0523076923076923
TDT,Emollama-7b,hybrid,3,0.5846153846153846,0.5846153846153846,0.474038852214351,0.36651215322422387,0.05076923076923075
TDT,Emollama-7b,hybrid,4,0.45384615384615384,0.45384615384615384,0.37774913082542283,0.37146648647372116,0.0523076923076923
TDT,Emollama-7b,hybrid,5,0.5615384615384615,0.5615384615384615,0.4646981475035774,0.4367202555363707,0.0523076923076923
TDT,Emollama-7b,hybrid,6,0.6692307692307692,0.6692307692307692,0.565156702601176,0.46686090948988956,0.11384615384615385
TDT,Emollama-7b,hybrid,7,0.5461538461538461,0.5461538461538461,0.4357968828557064,0.3592642149012687,0.09230769230769229
TDT,Emollama-7b,hybrid,8,0.6230769230769231,0.6230769230769231,0.4993337631635504,0.39938964618991857,0.13538461538461538
TDT,Emollama-7b,hybrid,9,0.5692307692307692,0.5692307692307692,0.5082254285361943,0.46487947067223895,0.10615384615384618
TDT,Emollama-7b,mondrian,0,0.5538461538461539,0.5538461538461539,0.42885872297637007,0.35805032409397075,0.10461538461538462
TDT,Emollama-7b,mondrian,1,0.5769230769230769,0.5769230769230769,0.491868608219727,0.4360195632529284,0.12923076923076926
TDT,Emollama-7b,mondrian,2,0.5153846153846153,0.5153846153846153,0.3951040938284082,0.3648105246876285,0.1276923076923077
TDT,Emollama-7b,mondrian,3,0.5846153846153846,0.5846153846153846,0.474038852214351,0.36651215322422387,0.07384615384615381
TDT,Emollama-7b,mondrian,4,0.45384615384615384,0.45384615384615384,0.37774913082542283,0.37146648647372116,0.10923076923076924
TDT,Emollama-7b,mondrian,5,0.5615384615384615,0.5615384615384615,0.4646981475035774,0.4367202555363707,0.12769230769230772
TDT,Emollama-7b,mondrian,6,0.6692307692307692,0.6692307692307692,0.565156702601176,0.46686090948988956,0.15076923076923077
TDT,Emollama-7b,mondrian,7,0.5461538461538461,0.5461538461538461,0.4357968828557064,0.3592642149012687,0.16307692307692306
TDT,Emollama-7b,mondrian,8,0.6230769230769231,0.6230769230769231,0.4993337631635504,0.39938964618991857,0.17230769230769233
TDT,Emollama-7b,mondrian,9,0.5692307692307692,0.5692307692307692,0.5082254285361943,0.46487947067223895,0.1353846153846154
TDT,Emollama-chat-13b,global,0,0.5669291338582677,0.5669291338582677,0.5330113589565035,0.44950279452036396,0.20078740157480315
TDT,Emollama-chat-13b,global,1,0.5826771653543307,0.5826771653543307,0.571983571983572,0.544142635379038,0.1078740157480315
TDT,Emollama-chat-13b,global,2,0.6299212598425197,0.6299212598425197,0.6135261613659099,0.5013092867405705,0.20551181102362204
TDT,Emollama-chat-13b,global,3,0.5826771653543307,0.5826771653543307,0.5637465310786545,0.4647356692947109,0.14724409448818895
TDT,Emollama-chat-13b,global,4,0.6299212598425197,0.6299212598425197,0.6140120000592063,0.5247103221718945,0.19921259842519684
TDT,Emollama-chat-13b,global,5,0.6377952755905512,0.6377952755905512,0.6280366692131397,0.5854556118941578,0.15039370078740158
TDT,Emollama-chat-13b,global,6,0.5590551181102362,0.5590551181102362,0.5151379775699195,0.40564867192652404,0.16929133858267714
TDT,Emollama-chat-13b,global,7,0.5590551181102362,0.5590551181102362,0.5245066146172197,0.4696129592975954,0.18818897637795273
TDT,Emollama-chat-13b,global,8,0.6692913385826772,0.6692913385826772,0.6550689620457063,0.609227465771194,0.21338582677165352
TDT,Emollama-chat-13b,global,9,0.5748031496062992,0.5748031496062992,0.5557389879423777,0.4785493903185022,0.1346456692913386
TDT,Emollama-chat-13b,hybrid,0,0.5669291338582677,0.5669291338582677,0.5330113589565035,0.44950279452036396,0.16141732283464566
TDT,Emollama-chat-13b,hybrid,1,0.5826771653543307,0.5826771653543307,0.571983571983572,0.544142635379038,0.1125984251968504
TDT,Emollama-chat-13b,hybrid,2,0.6299212598425197,0.6299212598425197,0.6135261613659099,0.5013092867405705,0.19291338582677164
TDT,Emollama-chat-13b,hybrid,3,0.5826771653543307,0.5826771653543307,0.5637465310786545,0.4647356692947109,0.14409448818897636
TDT,Emollama-chat-13b,hybrid,4,0.6299212598425197,0.6299212598425197,0.6140120000592063,0.5247103221718945,0.20078740157480315
TDT,Emollama-chat-13b,hybrid,5,0.6377952755905512,0.6377952755905512,0.6280366692131397,0.5854556118941578,0.14409448818897638
TDT,Emollama-chat-13b,hybrid,6,0.5590551181102362,0.5590551181102362,0.5151379775699195,0.40564867192652404,0.16929133858267714
TDT,Emollama-chat-13b,hybrid,7,0.5590551181102362,0.5590551181102362,0.5245066146172197,0.4696129592975954,0.18661417322834645
TDT,Emollama-chat-13b,hybrid,8,0.6692913385826772,0.6692913385826772,0.6550689620457063,0.609227465771194,0.21023622047244092
TDT,Emollama-chat-13b,hybrid,9,0.5748031496062992,0.5748031496062992,0.5557389879423777,0.4785493903185022,0.1236220472440945
TDT,Emollama-chat-13b,mondrian,0,0.5669291338582677,0.5669291338582677,0.5330113589565035,0.44950279452036396,0.15354330708661418
TDT,Emollama-chat-13b,mondrian,1,0.5826771653543307,0.5826771653543307,0.571983571983572,0.544142635379038,0.11102362204724406
TDT,Emollama-chat-13b,mondrian,2,0.6299212598425197,0.6299212598425197,0.6135261613659099,0.5013092867405705,0.17559055118110234
TDT,Emollama-chat-13b,mondrian,3,0.5826771653543307,0.5826771653543307,0.5637465310786545,0.4647356692947109,0.1330708661417323
TDT,Emollama-chat-13b,mondrian,4,0.6299212598425197,0.6299212598425197,0.6140120000592063,0.5247103221718945,0.19133858267716536
TDT,Emollama-chat-13b,mondrian,5,0.6377952755905512,0.6377952755905512,0.6280366692131397,0.5854556118941578,0.1425196850393701
TDT,Emollama-chat-13b,mondrian,6,0.5590551181102362,0.5590551181102362,0.5151379775699195,0.40564867192652404,0.16141732283464566
TDT,Emollama-chat-13b,mondrian,7,0.5590551181102362,0.5590551181102362,0.5245066146172197,0.4696129592975954,0.17244094488188977
TDT,Emollama-chat-13b,mondrian,8,0.6692913385826772,0.6692913385826772,0.6550689620457063,0.609227465771194,0.20236220472440944
TDT,Emollama-chat-13b,mondrian,9,0.5748031496062992,0.5748031496062992,0.5557389879423777,0.4785493903185022,0.12992125984251968
TDT,Emollama-chat-7b,global,0,0.6031746031746031,0.6031746031746031,0.4915503739033151,0.430735249052555,0.08571428571428574
TDT,Emollama-chat-7b,global,1,0.626984126984127,0.626984126984127,0.4904118404118405,0.34479314572655406,0.07301587301587302
TDT,Emollama-chat-7b,global,2,0.5476190476190477,0.5476190476190477,0.4562430492366798,0.3469596457369471,0.04920634920634921
TDT,Emollama-chat-7b,global,3,0.5238095238095238,0.5238095238095238,0.4552380952380952,0.35671941532003193,0.046666666666666703
TDT,Emollama-chat-7b,global,4,0.6190476190476191,0.6190476190476191,0.5026610644257703,0.3579986217697202,0.06603174603174607
TDT,Emollama-chat-7b,global,5,0.6428571428571429,0.6428571428571429,0.5584686818207246,0.445049774698751,0.09365079365079365
TDT,Emollama-chat-7b,global,6,0.5873015873015873,0.5873015873015873,0.5012441908408493,0.42244650013819246,0.07142857142857142
TDT,Emollama-chat-7b,global,7,0.5793650793650794,0.5793650793650794,0.5305590448019234,0.49368629907839784,0.029841269841269846
TDT,Emollama-chat-7b,global,8,0.5238095238095238,0.5238095238095238,0.39271171941830624,0.2868262833765291,0.04031746031746035
TDT,Emollama-chat-7b,global,9,0.5952380952380952,0.5952380952380952,0.5038136295805008,0.4497561217530059,0.060317460317460325
TDT,Emollama-chat-7b,hybrid,0,0.6031746031746031,0.6031746031746031,0.4915503739033151,0.430735249052555,0.11428571428571428
TDT,Emollama-chat-7b,hybrid,1,0.626984126984127,0.626984126984127,0.4904118404118405,0.34479314572655406,0.10634920634920637
TDT,Emollama-chat-7b,hybrid,2,0.5476190476190477,0.5476190476190477,0.4562430492366798,0.3469596457369471,0.09047619047619046
TDT,Emollama-chat-7b,hybrid,3,0.5238095238095238,0.5238095238095238,0.4552380952380952,0.35671941532003193,0.1
TDT,Emollama-chat-7b,hybrid,4,0.6190476190476191,0.6190476190476191,0.5026610644257703,0.3579986217697202,0.10158730158730159
TDT,Emollama-chat-7b,hybrid,5,0.6428571428571429,0.6428571428571429,0.5584686818207246,0.445049774698751,0.12222222222222226
TDT,Emollama-chat-7b,hybrid,6,0.5873015873015873,0.5873015873015873,0.5012441908408493,0.42244650013819246,0.12063492063492062
TDT,Emollama-chat-7b,hybrid,7,0.5793650793650794,0.5793650793650794,0.5305590448019234,0.49368629907839784,0.07936507936507937
TDT,Emollama-chat-7b,hybrid,8,0.5238095238095238,0.5238095238095238,0.39271171941830624,0.2868262833765291,0.04730158730158731
TDT,Emollama-chat-7b,hybrid,9,0.5952380952380952,0.5952380952380952,0.5038136295805008,0.4497561217530059,0.12222222222222223
TDT,Emollama-chat-7b,mondrian,0,0.6031746031746031,0.6031746031746031,0.4915503739033151,0.430735249052555,0.12380952380952381
TDT,Emollama-chat-7b,mondrian,1,0.626984126984127,0.626984126984127,0.4904118404118405,0.34479314572655406,0.14285714285714285
TDT,Emollama-chat-7b,mondrian,2,0.5476190476190477,0.5476190476190477,0.4562430492366798,0.3469596457369471,0.10952380952380951
TDT,Emollama-chat-7b,mondrian,3,0.5238095238095238,0.5238095238095238,0.4552380952380952,0.35671941532003193,0.12063492063492062
TDT,Emollama-chat-7b,mondrian,4,0.6190476190476191,0.6190476190476191,0.5026610644257703,0.3579986217697202,0.0984126984126984
TDT,Emollama-chat-7b,mondrian,5,0.6428571428571429,0.6428571428571429,0.5584686818207246,0.445049774698751,0.15873015873015872
TDT,Emollama-chat-7b,mondrian,6,0.5873015873015873,0.5873015873015873,0.5012441908408493,0.42244650013819246,0.1365079365079365
TDT,Emollama-chat-7b,mondrian,7,0.5793650793650794,0.5793650793650794,0.5305590448019234,0.49368629907839784,0.14761904761904762
TDT,Emollama-chat-7b,mondrian,8,0.5238095238095238,0.5238095238095238,0.39271171941830624,0.2868262833765291,0.06825396825396828
TDT,Emollama-chat-7b,mondrian,9,0.5952380952380952,0.5952380952380952,0.5038136295805008,0.4497561217530059,0.15396825396825395
TDT,Emoopt-13b,global,0,0.5142857142857142,0.5142857142857142,0.22641509433962262,0.0193105101501406,0.04857142857142858
TDT,Emoopt-13b,global,1,0.5619047619047619,0.5619047619047619,0.24130879345603273,-0.05895808088360037,0.12095238095238095
TDT,Emoopt-13b,global,2,0.5238095238095238,0.5238095238095238,0.2595941330118545,0.1572260343148572,0.04095238095238096
TDT,Emoopt-13b,global,3,0.5333333333333333,0.5333333333333333,0.23480083857442346,-0.1706640371965723,0.02952380952380953
TDT,Emoopt-13b,global,4,0.5904761904761905,0.5904761904761905,0.24750499001996007,0.028167575868094836,0.08476190476190477
TDT,Emoopt-13b,global,5,0.6285714285714286,0.6285714285714286,0.31609508256214847,0.19062299912859743,0.056190476190476235
TDT,Emoopt-13b,global,6,0.580952380952381,0.580952380952381,0.27570180330916527,0.015198106636491088,0.07142857142857142
TDT,Emoopt-13b,global,7,0.5619047619047619,0.5619047619047619,0.24130879345603273,-0.10441158055554324,0.04095238095238096
TDT,Emoopt-13b,global,8,0.5238095238095238,0.5238095238095238,0.2805814143393761,0.0953751347773306,0.03714285714285712
TDT,Emoopt-13b,global,9,0.580952380952381,0.580952380952381,0.24646464646464647,-0.0724282424025728,0.08095238095238097
TDT,Emoopt-13b,hybrid,0,0.5142857142857142,0.5142857142857142,0.22641509433962262,0.0193105101501406,0.0352380952380952
TDT,Emoopt-13b,hybrid,1,0.5619047619047619,0.5619047619047619,0.24130879345603273,-0.05895808088360037,0.1438095238095238
TDT,Emoopt-13b,hybrid,2,0.5238095238095238,0.5238095238095238,0.2595941330118545,0.1572260343148572,0.037142857142857144
TDT,Emoopt-13b,hybrid,3,0.5333333333333333,0.5333333333333333,0.23480083857442346,-0.1706640371965723,0.0866666666666667
TDT,Emoopt-13b,hybrid,4,0.5904761904761905,0.5904761904761905,0.24750499001996007,0.028167575868094836,0.1114285714285714
TDT,Emoopt-13b,hybrid,5,0.6285714285714286,0.6285714285714286,0.31609508256214847,0.19062299912859743,0.09428571428571428
TDT,Emoopt-13b,hybrid,6,0.580952380952381,0.580952380952381,0.27570180330916527,0.015198106636491088,0.14761904761904762
TDT,Emoopt-13b,hybrid,7,0.5619047619047619,0.5619047619047619,0.24130879345603273,-0.10441158055554324,0.056190476190476166
TDT,Emoopt-13b,hybrid,8,0.5238095238095238,0.5238095238095238,0.2805814143393761,0.0953751347773306,0.05619047619047619
TDT,Emoopt-13b,hybrid,9,0.580952380952381,0.580952380952381,0.24646464646464647,-0.0724282424025728,0.11714285714285713
TDT,Emoopt-13b,mondrian,0,0.5142857142857142,0.5142857142857142,0.22641509433962262,0.0193105101501406,0.10761904761904764
TDT,Emoopt-13b,mondrian,1,0.5619047619047619,0.5619047619047619,0.24130879345603273,-0.05895808088360037,0.2276190476190476
TDT,Emoopt-13b,mondrian,2,0.5238095238095238,0.5238095238095238,0.2595941330118545,0.1572260343148572,0.12666666666666665
TDT,Emoopt-13b,mondrian,3,0.5333333333333333,0.5333333333333333,0.23480083857442346,-0.1706640371965723,0.15714285714285714
TDT,Emoopt-13b,mondrian,4,0.5904761904761905,0.5904761904761905,0.24750499001996007,0.028167575868094836,0.14952380952380953
TDT,Emoopt-13b,mondrian,5,0.6285714285714286,0.6285714285714286,0.31609508256214847,0.19062299912859743,0.17619047619047618
TDT,Emoopt-13b,mondrian,6,0.580952380952381,0.580952380952381,0.27570180330916527,0.015198106636491088,0.14761904761904762
TDT,Emoopt-13b,mondrian,7,0.5619047619047619,0.5619047619047619,0.24130879345603273,-0.10441158055554324,0.12285714285714285
TDT,Emoopt-13b,mondrian,8,0.5238095238095238,0.5238095238095238,0.2805814143393761,0.0953751347773306,0.10000000000000002
TDT,Emoopt-13b,mondrian,9,0.580952380952381,0.580952380952381,0.24646464646464647,-0.0724282424025728,0.16285714285714284
V-oc,Emobloom-7b,global,0,0.42780748663101603,0.42780748663101603,0.3974758904756312,0.8336913415231935,0.02663101604278074
V-oc,Emobloom-7b,global,1,0.45454545454545453,0.45454545454545453,0.42870786425963475,0.8177862648138923,0.028556149732620308
V-oc,Emobloom-7b,global,2,0.43315508021390375,0.43315508021390375,0.39920393838069385,0.8262483519139651,0.06684491978609626
V-oc,Emobloom-7b,global,3,0.45454545454545453,0.45454545454545453,0.43045777402822544,0.8166902440678737,0.011443850267379707
V-oc,Emobloom-7b,global,4,0.43315508021390375,0.43315508021390375,0.4254695570283185,0.8205419643771522,0.015935828877005353
V-oc,Emobloom-7b,global,5,0.4117647058823529,0.4117647058823529,0.37299596123878004,0.7984155448257031,0.03262032085561496
V-oc,Emobloom-7b,global,6,0.5240641711229946,0.5240641711229946,0.4797971181981429,0.8509208391461308,0.07112299465240643
V-oc,Emobloom-7b,global,7,0.42245989304812837,0.42245989304812837,0.39044559876050366,0.8256576969844031,0.04973262032085561
V-oc,Emobloom-7b,global,8,0.4385026737967914,0.4385026737967914,0.41647887650702564,0.8041354956436014,0.011443850267379707
V-oc,Emobloom-7b,global,9,0.44385026737967914,0.44385026737967914,0.4309306106860338,0.8258022130377625,0.015080213903743311
V-oc,Emobloom-7b,hybrid,0,0.42780748663101603,0.42780748663101603,0.3974758904756312,0.8336913415231935,0.01743315508021388
V-oc,Emobloom-7b,hybrid,1,0.45454545454545453,0.45454545454545453,0.42870786425963475,0.8177862648138923,0.011657754010695177
V-oc,Emobloom-7b,hybrid,2,0.43315508021390375,0.43315508021390375,0.39920393838069385,0.8262483519139651,0.049732620320855625
V-oc,Emobloom-7b,hybrid,3,0.45454545454545453,0.45454545454545453,0.43045777402822544,0.8166902440678737,0.016791443850267374
V-oc,Emobloom-7b,hybrid,4,0.43315508021390375,0.43315508021390375,0.4254695570283185,0.8205419643771522,0.022994652406417116
V-oc,Emobloom-7b,hybrid,5,0.4117647058823529,0.4117647058823529,0.37299596123878004,0.7984155448257031,0.045668449197860936
V-oc,Emobloom-7b,hybrid,6,0.5240641711229946,0.5240641711229946,0.4797971181981429,0.8509208391461308,0.036898395721925124
V-oc,Emobloom-7b,hybrid,7,0.42245989304812837,0.42245989304812837,0.39044559876050366,0.8256576969844031,0.04032085561497323
V-oc,Emobloom-7b,hybrid,8,0.4385026737967914,0.4385026737967914,0.41647887650702564,0.8041354956436014,0.01336898395721925
V-oc,Emobloom-7b,hybrid,9,0.44385026737967914,0.44385026737967914,0.4309306106860338,0.8258022130377625,0.01807486631016042
V-oc,Emobloom-7b,mondrian,0,0.42780748663101603,0.42780748663101603,0.3974758904756312,0.8336913415231935,0.014866310160427798
V-oc,Emobloom-7b,mondrian,1,0.45454545454545453,0.45454545454545453,0.42870786425963475,0.8177862648138923,0.033689839572192536
V-oc,Emobloom-7b,mondrian,2,0.43315508021390375,0.43315508021390375,0.39920393838069385,0.8262483519139651,0.04010695187165776
V-oc,Emobloom-7b,mondrian,3,0.45454545454545453,0.45454545454545453,0.43045777402822544,0.8166902440678737,0.026203208556149705
V-oc,Emobloom-7b,mondrian,4,0.43315508021390375,0.43315508021390375,0.4254695570283185,0.8205419643771522,0.021069518716577508
V-oc,Emobloom-7b,mondrian,5,0.4117647058823529,0.4117647058823529,0.37299596123878004,0.7984155448257031,0.04053475935828874
V-oc,Emobloom-7b,mondrian,6,0.5240641711229946,0.5240641711229946,0.4797971181981429,0.8509208391461308,0.045454545454545456
V-oc,Emobloom-7b,mondrian,7,0.42245989304812837,0.42245989304812837,0.39044559876050366,0.8256576969844031,0.03069518716577537
V-oc,Emobloom-7b,mondrian,8,0.4385026737967914,0.4385026737967914,0.41647887650702564,0.8041354956436014,0.012085561497326213
V-oc,Emobloom-7b,mondrian,9,0.44385026737967914,0.44385026737967914,0.4309306106860338,0.8258022130377625,0.0255614973262032
V-oc,Emollama-7b,global,0,0.39893617021276595,0.39893617021276595,0.34707474432638274,0.8229875454976945,0.03468085106382979
V-oc,Emollama-7b,global,1,0.4734042553191489,0.4734042553191489,0.42217230294249564,0.8471891073769797,0.07021276595744681
V-oc,Emollama-7b,global,2,0.4787234042553192,0.4787234042553192,0.424419562125833,0.8633003714934497,0.0553191489361702
V-oc,Emollama-7b,global,3,0.4627659574468085,0.4627659574468085,0.40036195775212746,0.836637807255456,0.01659574468085103
V-oc,Emollama-7b,global,4,0.5106382978723404,0.5106382978723404,0.4552946064919922,0.8555169946225947,0.07872340425531914
V-oc,Emollama-7b,global,5,0.4521276595744681,0.4521276595744681,0.41579502446922234,0.8465055901641996,0.03148936170212765
V-oc,Emollama-7b,global,6,0.44148936170212766,0.44148936170212766,0.401002901002901,0.8392437239814912,0.01617021276595749
V-oc,Emollama-7b,global,7,0.43617021276595747,0.43617021276595747,0.39110221938803186,0.8333233789110602,0.018936170212765967
V-oc,Emollama-7b,global,8,0.4787234042553192,0.4787234042553192,0.44682797134832264,0.8590053842416543,0.006808510638297904
V-oc,Emollama-7b,global,9,0.5053191489361702,0.5053191489361702,0.42839781475318606,0.8621912126558663,0.11170212765957448
V-oc,Emollama-7b,hybrid,0,0.39893617021276595,0.39893617021276595,0.34707474432638274,0.8229875454976945,0.04361702127659576
V-oc,Emollama-7b,hybrid,1,0.4734042553191489,0.4734042553191489,0.42217230294249564,0.8471891073769797,0.05319148936170213
V-oc,Emollama-7b,hybrid,2,0.4787234042553192,0.4787234042553192,0.424419562125833,0.8633003714934497,0.042553191489361694
V-oc,Emollama-7b,hybrid,3,0.4627659574468085,0.4627659574468085,0.40036195775212746,0.836637807255456,0.02340425531914895
V-oc,Emollama-7b,hybrid,4,0.5106382978723404,0.5106382978723404,0.4552946064919922,0.8555169946225947,0.05851063829787233
V-oc,Emollama-7b,hybrid,5,0.4521276595744681,0.4521276595744681,0.41579502446922234,0.8465055901641996,0.028510638297872325
V-oc,Emollama-7b,hybrid,6,0.44148936170212766,0.44148936170212766,0.401002901002901,0.8392437239814912,0.02234042553191491
V-oc,Emollama-7b,hybrid,7,0.43617021276595747,0.43617021276595747,0.39110221938803186,0.8333233789110602,0.0246808510638298
V-oc,Emollama-7b,hybrid,8,0.4787234042553192,0.4787234042553192,0.44682797134832264,0.8590053842416543,0.023404255319148935
V-oc,Emollama-7b,hybrid,9,0.5053191489361702,0.5053191489361702,0.42839781475318606,0.8621912126558663,0.06702127659574468
V-oc,Emollama-7b,mondrian,0,0.39893617021276595,0.39893617021276595,0.34707474432638274,0.8229875454976945,0.014893617021276607
V-oc,Emollama-7b,mondrian,1,0.4734042553191489,0.4734042553191489,0.42217230294249564,0.8471891073769797,0.15106382978723404
V-oc,Emollama-7b,mondrian,2,0.4787234042553192,0.4787234042553192,0.424419562125833,0.8633003714934497,0.11382978723404254
V-oc,Emollama-7b,mondrian,3,0.4627659574468085,0.4627659574468085,0.40036195775212746,0.836637807255456,0.0648936170212766
V-oc,Emollama-7b,mondrian,4,0.5106382978723404,0.5106382978723404,0.4552946064919922,0.8555169946225947,0.09042553191489362
V-oc,Emollama-7b,mondrian,5,0.4521276595744681,0.4521276595744681,0.41579502446922234,0.8465055901641996,0.057021276595744685
V-oc,Emollama-7b,mondrian,6,0.44148936170212766,0.44148936170212766,0.401002901002901,0.8392437239814912,0.05851063829787234
V-oc,Emollama-7b,mondrian,7,0.43617021276595747,0.43617021276595747,0.39110221938803186,0.8333233789110602,0.07765957446808514
V-oc,Emollama-7b,mondrian,8,0.4787234042553192,0.4787234042553192,0.44682797134832264,0.8590053842416543,0.018297872340425504
V-oc,Emollama-7b,mondrian,9,0.5053191489361702,0.5053191489361702,0.42839781475318606,0.8621912126558663,0.09680851063829787
V-oc,Emollama-chat-13b,global,0,0.46808510638297873,0.46808510638297873,0.4322809332456733,0.858718308470108,0.03574468085106384
V-oc,Emollama-chat-13b,global,1,0.5053191489361702,0.5053191489361702,0.46602754747994224,0.8543334868180553,0.051063829787234075
V-oc,Emollama-chat-13b,global,2,0.5159574468085106,0.5159574468085106,0.491563430491733,0.8720202338397236,0.042553191489361694
V-oc,Emollama-chat-13b,global,3,0.526595744680851,0.526595744680851,0.49341174841226343,0.8602378501667727,0.03021276595744682
V-oc,Emollama-chat-13b,global,4,0.48404255319148937,0.48404255319148937,0.4453165560202296,0.8672353212174184,0.049999999999999975
V-oc,Emollama-chat-13b,global,5,0.5106382978723404,0.5106382978723404,0.4771538111941081,0.8706512541707009,0.08510638297872342
V-oc,Emollama-chat-13b,global,6,0.4946808510638298,0.4946808510638298,0.4578540273036294,0.8396387993621821,0.03191489361702129
V-oc,Emollama-chat-13b,global,7,0.4946808510638298,0.4946808510638298,0.49002566461070535,0.8440380395021122,0.03191489361702128
V-oc,Emollama-chat-13b,global,8,0.5159574468085106,0.5159574468085106,0.47236083108842447,0.8682256585386037,0.027021276595744693
V-oc,Emollama-chat-13b,global,9,0.5106382978723404,0.5106382978723404,0.46356959721084107,0.8573957079653515,0.048297872340425575
V-oc,Emollama-chat-13b,hybrid,0,0.46808510638297873,0.46808510638297873,0.4322809332456733,0.858718308470108,0.03510638297872343
V-oc,Emollama-chat-13b,hybrid,1,0.5053191489361702,0.5053191489361702,0.46602754747994224,0.8543334868180553,0.05851063829787233
V-oc,Emollama-chat-13b,hybrid,2,0.5159574468085106,0.5159574468085106,0.491563430491733,0.8720202338397236,0.044680851063829775
V-oc,Emollama-chat-13b,hybrid,3,0.526595744680851,0.526595744680851,0.49341174841226343,0.8602378501667727,0.04595744680851068
V-oc,Emollama-chat-13b,hybrid,4,0.48404255319148937,0.48404255319148937,0.4453165560202296,0.8672353212174184,0.03936170212765957
V-oc,Emollama-chat-13b,hybrid,5,0.5106382978723404,0.5106382978723404,0.4771538111941081,0.8706512541707009,0.09361702127659573
V-oc,Emollama-chat-13b,hybrid,6,0.4946808510638298,0.4946808510638298,0.4578540273036294,0.8396387993621821,0.03127659574468085
V-oc,Emollama-chat-13b,hybrid,7,0.4946808510638298,0.4946808510638298,0.49002566461070535,0.8440380395021122,0.02765957446808509
V-oc,Emollama-chat-13b,hybrid,8,0.5159574468085106,0.5159574468085106,0.47236083108842447,0.8682256585386037,0.019999999999999997
V-oc,Emollama-chat-13b,hybrid,9,0.5106382978723404,0.5106382978723404,0.46356959721084107,0.8573957079653515,0.048085106382978735
V-oc,Emollama-chat-13b,mondrian,0,0.46808510638297873,0.46808510638297873,0.4322809332456733,0.858718308470108,0.027234042553191486
V-oc,Emollama-chat-13b,mondrian,1,0.5053191489361702,0.5053191489361702,0.46602754747994224,0.8543334868180553,0.12234042553191489
V-oc,Emollama-chat-13b,mondrian,2,0.5159574468085106,0.5159574468085106,0.491563430491733,0.8720202338397236,0.08297872340425531
V-oc,Emollama-chat-13b,mondrian,3,0.526595744680851,0.526595744680851,0.49341174841226343,0.8602378501667727,0.07127659574468086
V-oc,Emollama-chat-13b,mondrian,4,0.48404255319148937,0.48404255319148937,0.4453165560202296,0.8672353212174184,0.06489361702127656
V-oc,Emollama-chat-13b,mondrian,5,0.5106382978723404,0.5106382978723404,0.4771538111941081,0.8706512541707009,0.12234042553191489
V-oc,Emollama-chat-13b,mondrian,6,0.4946808510638298,0.4946808510638298,0.4578540273036294,0.8396387993621821,0.03212765957446808
V-oc,Emollama-chat-13b,mondrian,7,0.4946808510638298,0.4946808510638298,0.49002566461070535,0.8440380395021122,0.02936170212765956
V-oc,Emollama-chat-13b,mondrian,8,0.5159574468085106,0.5159574468085106,0.47236083108842447,0.8682256585386037,0.05425531914893618
V-oc,Emollama-chat-13b,mondrian,9,0.5106382978723404,0.5106382978723404,0.46356959721084107,0.8573957079653515,0.06170212765957448
V-oc,Emollama-chat-7b,global,0,0.4148936170212766,0.4148936170212766,0.35752308499157237,0.812324103583081,0.07936170212765957
V-oc,Emollama-chat-7b,global,1,0.46808510638297873,0.46808510638297873,0.43515639175233284,0.8487628606817148,0.09680851063829787
V-oc,Emollama-chat-7b,global,2,0.5053191489361702,0.5053191489361702,0.4606497951987289,0.8620987532036941,0.05957446808510638
V-oc,Emollama-chat-7b,global,3,0.4946808510638298,0.4946808510638298,0.44341618687339357,0.8231857515468735,0.026382978723404272
V-oc,Emollama-chat-7b,global,4,0.5,0.5,0.459874788446217,0.8563339243527368,0.07021276595744678
V-oc,Emollama-chat-7b,global,5,0.4627659574468085,0.4627659574468085,0.4415214256136672,0.8559988654986711,0.08297872340425531
V-oc,Emollama-chat-7b,global,6,0.4095744680851064,0.4095744680851064,0.3714264342552043,0.8152615081083869,0.0397872340425532
V-oc,Emollama-chat-7b,global,7,0.4308510638297872,0.4308510638297872,0.3981296906652086,0.8315897056412119,0.046170212765957466
V-oc,Emollama-chat-7b,global,8,0.48936170212765956,0.48936170212765956,0.4445193139535995,0.8541017239290547,0.030212765957446798
V-oc,Emollama-chat-7b,global,9,0.44148936170212766,0.44148936170212766,0.38940070365956514,0.8334343852362698,0.07765957446808511
V-oc,Emollama-chat-7b,hybrid,0,0.4148936170212766,0.4148936170212766,0.35752308499157237,0.812324103583081,0.09638297872340425
V-oc,Emollama-chat-7b,hybrid,1,0.46808510638297873,0.46808510638297873,0.43515639175233284,0.8487628606817148,0.06659574468085105
V-oc,Emollama-chat-7b,hybrid,2,0.5053191489361702,0.5053191489361702,0.4606497951987289,0.8620987532036941,0.038297872340425546
V-oc,Emollama-chat-7b,hybrid,3,0.4946808510638298,0.4946808510638298,0.44341618687339357,0.8231857515468735,0.03085106382978724
V-oc,Emollama-chat-7b,hybrid,4,0.5,0.5,0.459874788446217,0.8563339243527368,0.06063829787234043
V-oc,Emollama-chat-7b,hybrid,5,0.4627659574468085,0.4627659574468085,0.4415214256136672,0.8559988654986711,0.05106382978723405
