dataset,model,mode,alpha,repeat_index,coverage,interval_size,ece
GoEmotions,Emobloom-7b,global,0.1,0,0.9084181313598519,5.293246993524514,0.008418131359851921
GoEmotions,Emobloom-7b,global,0.2,0,0.849213691026827,4.3746530989824235,0.04921369102682693
GoEmotions,Emobloom-7b,global,0.3,0,0.7585568917668826,3.703977798334875,0.05855689176688261
GoEmotions,Emobloom-7b,global,0.4,0,0.6882516188714154,3.103607770582794,0.08825161887141542
GoEmotions,Emobloom-7b,global,0.5,0,0.4976873265494912,1.515263644773358,0.0023126734505087843
GoEmotions,Emobloom-7b,global,0.6,0,0.43940795559666973,1.2395929694727104,0.03940795559666971
GoEmotions,Emobloom-7b,global,0.7,0,0.40795559666975023,1.0453283996299723,0.10795559666975019
GoEmotions,Emobloom-7b,global,0.8,0,0.39592969472710454,1.0,0.1959296947271046
GoEmotions,Emobloom-7b,global,0.9,0,0.39592969472710454,1.0,0.29592969472710456
GoEmotions,Emobloom-7b,global,0.1,1,0.9250693802035153,5.360777058279371,0.025069380203515235
GoEmotions,Emobloom-7b,global,0.2,1,0.8547641073080481,4.493061979648473,0.05476410730804804
GoEmotions,Emobloom-7b,global,0.3,1,0.7705827937095282,3.795559666975023,0.07058279370952825
GoEmotions,Emobloom-7b,global,0.4,1,0.6919518963922294,3.172062904717854,0.09195189639222945
GoEmotions,Emobloom-7b,global,0.5,1,0.47733580018501387,1.3940795559666974,0.02266419981498613
GoEmotions,Emobloom-7b,global,0.6,1,0.4320074005550416,1.147086031452359,0.03200740055504159
GoEmotions,Emobloom-7b,global,0.7,1,0.4125809435707678,1.0166512488436632,0.11258094357076776
GoEmotions,Emobloom-7b,global,0.8,1,0.40888066604995377,1.0,0.2088806660499538
GoEmotions,Emobloom-7b,global,0.9,1,0.40888066604995377,1.0,0.3088806660499538
GoEmotions,Emobloom-7b,global,0.1,2,0.9189686924493554,5.359116022099448,0.018968692449355395
GoEmotions,Emobloom-7b,global,0.2,2,0.8314917127071824,4.248618784530387,0.03149171270718232
GoEmotions,Emobloom-7b,global,0.3,2,0.7605893186003683,3.6141804788213627,0.060589318600368314
GoEmotions,Emobloom-7b,global,0.4,2,0.6924493554327809,3.1022099447513813,0.09244935543278088
GoEmotions,Emobloom-7b,global,0.5,2,0.5147329650092081,1.5451197053406998,0.014732965009208066
GoEmotions,Emobloom-7b,global,0.6,2,0.4594843462246777,1.2154696132596685,0.05948434622467769
GoEmotions,Emobloom-7b,global,0.7,2,0.4281767955801105,1.054327808471455,0.12817679558011047
GoEmotions,Emobloom-7b,global,0.8,2,0.4208103130755064,1.0,0.22081031307550647
GoEmotions,Emobloom-7b,global,0.9,2,0.4208103130755064,1.0,0.32081031307550645
GoEmotions,Emobloom-7b,global,0.1,3,0.9142066420664207,5.306273062730627,0.014206642066420638
GoEmotions,Emobloom-7b,global,0.2,3,0.8376383763837638,4.330258302583026,0.03763837638376377
GoEmotions,Emobloom-7b,global,0.3,3,0.7629151291512916,3.680811808118081,0.0629151291512916
GoEmotions,Emobloom-7b,global,0.4,3,0.6974169741697417,3.1125461254612548,0.09741697416974171
GoEmotions,Emobloom-7b,global,0.5,3,0.5083025830258303,1.5424354243542435,0.008302583025830312
GoEmotions,Emobloom-7b,global,0.6,3,0.45571955719557194,1.2306273062730628,0.05571955719557192
GoEmotions,Emobloom-7b,global,0.7,3,0.42435424354243545,1.047970479704797,0.1243542435424354
GoEmotions,Emobloom-7b,global,0.8,3,0.41420664206642066,1.0009225092250922,0.2142066420664207
GoEmotions,Emobloom-7b,global,0.9,3,0.41420664206642066,1.0,0.3142066420664207
GoEmotions,Emobloom-7b,global,0.1,4,0.9252767527675276,5.347785977859779,0.02527675276752761
GoEmotions,Emobloom-7b,global,0.2,4,0.8607011070110702,4.492619926199262,0.06070110701107012
GoEmotions,Emobloom-7b,global,0.3,4,0.772140221402214,3.6642066420664205,0.0721402214022141
GoEmotions,Emobloom-7b,global,0.4,4,0.6872693726937269,3.0636531365313653,0.08726937269372692
GoEmotions,Emobloom-7b,global,0.5,4,0.5138376383763837,1.455719557195572,0.013837638376383743
GoEmotions,Emobloom-7b,global,0.6,4,0.4603321033210332,1.1900369003690037,0.06033210332103317
GoEmotions,Emobloom-7b,global,0.7,4,0.43634686346863466,1.0387453874538746,0.13634686346863462
GoEmotions,Emobloom-7b,global,0.8,4,0.4261992619926199,1.0,0.22619926199261997
GoEmotions,Emobloom-7b,global,0.9,4,0.4261992619926199,1.0,0.32619926199261995
GoEmotions,Emobloom-7b,global,0.1,5,0.9250693802035153,5.38667900092507,0.025069380203515235
GoEmotions,Emobloom-7b,global,0.2,5,0.8297872340425532,4.340425531914893,0.029787234042553123
GoEmotions,Emobloom-7b,global,0.3,5,0.7456059204440333,3.6993524514338576,0.04560592044403333
GoEmotions,Emobloom-7b,global,0.4,5,0.6743755781683626,3.1480111008325626,0.0743755781683626
GoEmotions,Emobloom-7b,global,0.5,5,0.48751156336725254,1.4782608695652173,0.012488436632747457
GoEmotions,Emobloom-7b,global,0.6,5,0.43940795559666973,1.2432932469935245,0.03940795559666971
GoEmotions,Emobloom-7b,global,0.7,5,0.4181313598519889,1.0545790934320074,0.11813135985198886
GoEmotions,Emobloom-7b,global,0.8,5,0.4051803885291397,1.0,0.20518038852913972
GoEmotions,Emobloom-7b,global,0.9,5,0.4051803885291397,1.0,0.3051803885291397
GoEmotions,Emobloom-7b,global,0.1,6,0.9105166051660517,5.3357933579335795,0.010516605166051685
GoEmotions,Emobloom-7b,global,0.2,6,0.8404059040590406,4.350553505535055,0.04040590405904054
GoEmotions,Emobloom-7b,global,0.3,6,0.7693726937269373,3.7850553505535056,0.06937269372693733
GoEmotions,Emobloom-7b,global,0.4,6,0.6780442804428044,3.1374538745387452,0.07804428044280443
GoEmotions,Emobloom-7b,global,0.5,6,0.47509225092250923,1.4261992619926198,0.02490774907749077
GoEmotions,Emobloom-7b,global,0.6,6,0.43357933579335795,1.2001845018450183,0.03357933579335792
GoEmotions,Emobloom-7b,global,0.7,6,0.41420664206642066,1.0498154981549817,0.11420664206642062
GoEmotions,Emobloom-7b,global,0.8,6,0.4040590405904059,1.0,0.20405904059040597
GoEmotions,Emobloom-7b,global,0.9,6,0.4040590405904059,1.0,0.30405904059040595
GoEmotions,Emobloom-7b,global,0.1,7,0.933579335793358,5.469557195571956,0.03357933579335792
GoEmotions,Emobloom-7b,global,0.2,7,0.8662361623616236,4.486162361623617,0.06623616236162355
GoEmotions,Emobloom-7b,global,0.3,7,0.7952029520295203,3.7924354243542435,0.09520295202952034
GoEmotions,Emobloom-7b,global,0.4,7,0.698339483394834,3.1190036900369003,0.098339483394834
GoEmotions,Emobloom-7b,global,0.5,7,0.514760147601476,1.477859778597786,0.014760147601476037
GoEmotions,Emobloom-7b,global,0.6,7,0.47232472324723246,1.2472324723247232,0.07232472324723244
GoEmotions,Emobloom-7b,global,0.7,7,0.44649446494464945,1.0673431734317342,0.1464944649446494
GoEmotions,Emobloom-7b,global,0.8,7,0.4289667896678967,1.0,0.22896678966789674
GoEmotions,Emobloom-7b,global,0.9,7,0.4289667896678967,1.0,0.3289667896678967
GoEmotions,Emobloom-7b,global,0.1,8,0.9160516605166051,5.4206642066420665,0.016051660516605115
GoEmotions,Emobloom-7b,global,0.2,8,0.8311808118081181,4.402214022140221,0.031180811808118047
GoEmotions,Emobloom-7b,global,0.3,8,0.7453874538745388,3.6568265682656826,0.0453874538745388
GoEmotions,Emobloom-7b,global,0.4,8,0.5369003690036901,1.8404059040590406,0.06309963099630989
GoEmotions,Emobloom-7b,global,0.5,8,0.45018450184501846,1.411439114391144,0.04981549815498154
GoEmotions,Emobloom-7b,global,0.6,8,0.4188191881918819,1.1632841328413284,0.018819188191881886
GoEmotions,Emobloom-7b,global,0.7,8,0.39206642066420666,1.0101476014760147,0.09206642066420662
GoEmotions,Emobloom-7b,global,0.8,8,0.3892988929889299,1.0,0.18929889298892993
GoEmotions,Emobloom-7b,global,0.9,8,0.3892988929889299,1.0,0.2892988929889299
GoEmotions,Emobloom-7b,global,0.1,9,0.9132841328413284,5.339483394833948,0.013284132841328344
GoEmotions,Emobloom-7b,global,0.2,9,0.8238007380073801,4.349630996309963,0.02380073800738003
GoEmotions,Emobloom-7b,global,0.3,9,0.7472324723247232,3.6669741697416973,0.047232472324723274
GoEmotions,Emobloom-7b,global,0.4,9,0.6632841328413284,3.088560885608856,0.06328413284132839
GoEmotions,Emobloom-7b,global,0.5,9,0.47509225092250923,1.522140221402214,0.02490774907749077
GoEmotions,Emobloom-7b,global,0.6,9,0.4354243542435424,1.2933579335793357,0.0354243542435424
GoEmotions,Emobloom-7b,global,0.7,9,0.4086715867158672,1.095018450184502,0.10867158671586713
GoEmotions,Emobloom-7b,global,0.8,9,0.3892988929889299,1.0018450184501846,0.18929889298892993
GoEmotions,Emobloom-7b,global,0.9,9,0.3892988929889299,1.0,0.2892988929889299
GoEmotions,Emobloom-7b,hybrid,0.1,0,0.9287696577243293,5.016651248843663,0.028769657724329267
GoEmotions,Emobloom-7b,hybrid,0.2,0,0.8418131359851989,3.791859389454209,0.04181313598519887
GoEmotions,Emobloom-7b,hybrid,0.3,0,0.6919518963922294,2.6604995374653098,0.00804810360777053
GoEmotions,Emobloom-7b,hybrid,0.4,0,0.6022201665124884,2.064754856614246,0.002220166512488464
GoEmotions,Emobloom-7b,hybrid,0.5,0,0.5300647548566142,1.7215541165587418,0.030064754856614195
GoEmotions,Emobloom-7b,hybrid,0.6,0,0.4782608695652174,1.5716928769657725,0.07826086956521738
GoEmotions,Emobloom-7b,hybrid,0.7,0,0.37835337650323775,1.3478260869565217,0.0783533765032377
GoEmotions,Emobloom-7b,hybrid,0.8,0,0.31822386679000925,1.0397779833487513,0.11822386679000929
GoEmotions,Emobloom-7b,hybrid,0.9,0,0.39592969472710454,1.0,0.29592969472710456
GoEmotions,Emobloom-7b,hybrid,0.1,1,0.9232192414431082,5.372802960222017,0.023219241443108163
GoEmotions,Emobloom-7b,hybrid,0.2,1,0.8547641073080481,4.419981498612396,0.05476410730804804
GoEmotions,Emobloom-7b,hybrid,0.3,1,0.7012025901942646,3.364477335800185,0.0012025901942646078
GoEmotions,Emobloom-7b,hybrid,0.4,1,0.6318223866790009,2.643848288621647,0.03182238667900095
GoEmotions,Emobloom-7b,hybrid,0.5,1,0.5411655874190564,1.793709528214616,0.041165587419056404
GoEmotions,Emobloom-7b,hybrid,0.6,1,0.4662349676225717,1.493987049028677,0.0662349676225717
GoEmotions,Emobloom-7b,hybrid,0.7,1,0.3681776133209991,1.122109158186864,0.06817761332099903
GoEmotions,Emobloom-7b,hybrid,0.8,1,0.34967622571692875,1.0444033302497688,0.1496762257169288
GoEmotions,Emobloom-7b,hybrid,0.9,1,0.40888066604995377,1.0,0.3088806660499538
GoEmotions,Emobloom-7b,hybrid,0.1,2,0.932780847145488,5.181399631675875,0.03278084714548801
GoEmotions,Emobloom-7b,hybrid,0.2,2,0.8287292817679558,3.7375690607734806,0.02872928176795575
GoEmotions,Emobloom-7b,hybrid,0.3,2,0.7090239410681399,2.7302025782688766,0.009023941068139973
GoEmotions,Emobloom-7b,hybrid,0.4,2,0.6160220994475138,2.029465930018416,0.01602209944751387
GoEmotions,Emobloom-7b,hybrid,0.5,2,0.5607734806629834,1.707182320441989,0.06077348066298338
GoEmotions,Emobloom-7b,hybrid,0.6,2,0.4889502762430939,1.5165745856353592,0.08895027624309387
GoEmotions,Emobloom-7b,hybrid,0.7,2,0.3692449355432781,1.1243093922651934,0.06924493554327804
GoEmotions,Emobloom-7b,hybrid,0.8,2,0.3406998158379374,1.0257826887661141,0.14069981583793745
GoEmotions,Emobloom-7b,hybrid,0.9,2,0.34990791896869244,1.0,0.24990791896869247
GoEmotions,Emobloom-7b,hybrid,0.1,3,0.933579335793358,5.074723247232472,0.03357933579335792
GoEmotions,Emobloom-7b,hybrid,0.2,3,0.8468634686346863,3.9603321033210332,0.04686346863468627
GoEmotions,Emobloom-7b,hybrid,0.3,3,0.6992619926199262,2.88929889298893,0.0007380073800737907
GoEmotions,Emobloom-7b,hybrid,0.4,3,0.6190036900369004,2.272140221402214,0.01900369003690039
GoEmotions,Emobloom-7b,hybrid,0.5,3,0.5387453874538746,1.746309963099631,0.03874538745387457
GoEmotions,Emobloom-7b,hybrid,0.6,3,0.45571955719557194,1.3477859778597785,0.05571955719557192
GoEmotions,Emobloom-7b,hybrid,0.7,3,0.3837638376383764,1.1789667896678966,0.08376383763837636
GoEmotions,Emobloom-7b,hybrid,0.8,3,0.3477859778597786,1.0359778597785978,0.14778597785977865
GoEmotions,Emobloom-7b,hybrid,0.9,3,0.4123616236162362,1.0,0.3123616236162362
GoEmotions,Emobloom-7b,hybrid,0.1,4,0.9464944649446494,5.131918819188192,0.04649446494464937
GoEmotions,Emobloom-7b,hybrid,0.2,4,0.8662361623616236,4.0249077490774905,0.06623616236162355
GoEmotions,Emobloom-7b,hybrid,0.3,4,0.7186346863468634,3.024907749077491,0.018634686346863494
GoEmotions,Emobloom-7b,hybrid,0.4,4,0.6217712177121771,2.327490774907749,0.02177121771217716
GoEmotions,Emobloom-7b,hybrid,0.5,4,0.5249077490774908,1.7011070110701108,0.024907749077490826
GoEmotions,Emobloom-7b,hybrid,0.6,4,0.4603321033210332,1.4797047970479704,0.06033210332103317
GoEmotions,Emobloom-7b,hybrid,0.7,4,0.35239852398523985,1.0774907749077491,0.05239852398523981
GoEmotions,Emobloom-7b,hybrid,0.8,4,0.34870848708487084,1.0156826568265682,0.1487084870848709
GoEmotions,Emobloom-7b,hybrid,0.9,4,0.4261992619926199,1.0,0.32619926199261995
GoEmotions,Emobloom-7b,hybrid,0.1,5,0.9444958371877891,5.396854764107308,0.044495837187789045
GoEmotions,Emobloom-7b,hybrid,0.2,5,0.8519888991674376,4.209990749306198,0.05198889916743754
GoEmotions,Emobloom-7b,hybrid,0.3,5,0.7021276595744681,3.091581868640148,0.0021276595744681437
GoEmotions,Emobloom-7b,hybrid,0.4,5,0.5901942645698427,2.2830712303422755,0.00980573543015728
GoEmotions,Emobloom-7b,hybrid,0.5,5,0.5300647548566142,1.7261794634597596,0.030064754856614195
GoEmotions,Emobloom-7b,hybrid,0.6,5,0.4921369102682701,1.572617946345976,0.09213691026827009
GoEmotions,Emobloom-7b,hybrid,0.7,5,0.38390379278445885,1.148936170212766,0.08390379278445881
GoEmotions,Emobloom-7b,hybrid,0.8,5,0.3385753931544866,1.0240518038852915,0.13857539315448664
GoEmotions,Emobloom-7b,hybrid,0.9,5,0.4070305272895467,1.001850138760407,0.3070305272895467
GoEmotions,Emobloom-7b,hybrid,0.1,6,0.9326568265682657,4.9944649446494465,0.03265682656826563
GoEmotions,Emobloom-7b,hybrid,0.2,6,0.8145756457564576,3.967712177121771,0.014575645756457534
GoEmotions,Emobloom-7b,hybrid,0.3,6,0.6789667896678967,2.9981549815498156,0.021033210332103258
GoEmotions,Emobloom-7b,hybrid,0.4,6,0.6153136531365314,2.5387453874538743,0.015313653136531435
GoEmotions,Emobloom-7b,hybrid,0.5,6,0.533210332103321,2.003690036900369,0.03321033210332103
GoEmotions,Emobloom-7b,hybrid,0.6,6,0.4280442804428044,1.331180811808118,0.02804428044280438
GoEmotions,Emobloom-7b,hybrid,0.7,6,0.3440959409594096,1.1485239852398523,0.04409594095940955
GoEmotions,Emobloom-7b,hybrid,0.8,6,0.35239852398523985,1.0313653136531364,0.1523985239852399
GoEmotions,Emobloom-7b,hybrid,0.9,6,0.4086715867158672,1.0018450184501846,0.3086715867158672
GoEmotions,Emobloom-7b,hybrid,0.1,7,0.948339483394834,5.307195571955719,0.04833948339483396
GoEmotions,Emobloom-7b,hybrid,0.2,7,0.8625461254612546,4.249077490774908,0.0625461254612546
GoEmotions,Emobloom-7b,hybrid,0.3,7,0.7297047970479705,2.8431734317343174,0.029704797047970577
GoEmotions,Emobloom-7b,hybrid,0.4,7,0.6568265682656826,2.42619926199262,0.056826568265682664
GoEmotions,Emobloom-7b,hybrid,0.5,7,0.5654981549815498,1.7140221402214022,0.06549815498154976
GoEmotions,Emobloom-7b,hybrid,0.6,7,0.4797047970479705,1.3570110701107012,0.07970479704797045
GoEmotions,Emobloom-7b,hybrid,0.7,7,0.41051660516605165,1.150369003690037,0.1105166051660516
GoEmotions,Emobloom-7b,hybrid,0.8,7,0.4003690036900369,1.0193726937269372,0.20036900369003696
GoEmotions,Emobloom-7b,hybrid,0.9,7,0.4289667896678967,1.0,0.3289667896678967
GoEmotions,Emobloom-7b,hybrid,0.1,8,0.9345018450184502,5.1881918819188195,0.03450184501845022
GoEmotions,Emobloom-7b,hybrid,0.2,8,0.8330258302583026,4.114391143911439,0.033025830258302524
GoEmotions,Emobloom-7b,hybrid,0.3,8,0.698339483394834,2.86070110701107,0.0016605166051659737
GoEmotions,Emobloom-7b,hybrid,0.4,8,0.6033210332103321,2.263837638376384,0.0033210332103321694
GoEmotions,Emobloom-7b,hybrid,0.5,8,0.522140221402214,1.71309963099631,0.022140221402214055
GoEmotions,Emobloom-7b,hybrid,0.6,8,0.4474169741697417,1.4714022140221403,0.047416974169741666
GoEmotions,Emobloom-7b,hybrid,0.7,8,0.32011070110701106,1.0710332103321034,0.02011070110701102
GoEmotions,Emobloom-7b,hybrid,0.8,8,0.30719557195571956,1.0138376383763839,0.1071955719557196
GoEmotions,Emobloom-7b,hybrid,0.9,8,0.3892988929889299,1.0,0.2892988929889299
GoEmotions,Emobloom-7b,hybrid,0.1,9,0.9215867158671587,4.9206642066420665,0.021586715867158657
GoEmotions,Emobloom-7b,hybrid,0.2,9,0.834870848708487,3.7518450184501844,0.034870848708487
GoEmotions,Emobloom-7b,hybrid,0.3,9,0.698339483394834,2.875461254612546,0.0016605166051659737
GoEmotions,Emobloom-7b,hybrid,0.4,9,0.6033210332103321,2.2416974169741697,0.0033210332103321694
GoEmotions,Emobloom-7b,hybrid,0.5,9,0.5396678966789668,1.7666051660516606,0.03966789667896675
GoEmotions,Emobloom-7b,hybrid,0.6,9,0.5129151291512916,1.6448339483394834,0.11291512915129154
GoEmotions,Emobloom-7b,hybrid,0.7,9,0.4059040590405904,1.3929889298892988,0.10590405904059036
GoEmotions,Emobloom-7b,hybrid,0.8,9,0.31642066420664205,1.0498154981549817,0.1164206642066421
GoEmotions,Emobloom-7b,hybrid,0.9,9,0.39391143911439114,1.003690036900369,0.29391143911439116
GoEmotions,Emobloom-7b,mondrian,0.1,0,0.9315448658649399,5.0370027752081405,0.031544865864939875
GoEmotions,Emobloom-7b,mondrian,0.2,0,0.8538390379278445,3.8381128584643847,0.0538390379278445
GoEmotions,Emobloom-7b,mondrian,0.3,0,0.7086031452358927,2.7141535615171137,0.008603145235892784
GoEmotions,Emobloom-7b,mondrian,0.4,0,0.6133209990749307,2.0943570767807587,0.013320999074930673
GoEmotions,Emobloom-7b,mondrian,0.5,0,0.5356151711378353,1.7150786308973174,0.0356151711378353
GoEmotions,Emobloom-7b,mondrian,0.6,0,0.45790934320074006,1.5171137835337651,0.05790934320074004
GoEmotions,Emobloom-7b,mondrian,0.7,0,0.3774283071230342,1.3478260869565217,0.07742830712303417
GoEmotions,Emobloom-7b,mondrian,0.8,0,0.3172987974098057,1.0407030527289547,0.11729879740980576
GoEmotions,Emobloom-7b,mondrian,0.9,0,0.3348751156336725,1.0,0.23487511563367253
GoEmotions,Emobloom-7b,mondrian,0.1,1,0.9269195189639223,5.426456984273821,0.026919518963922306
GoEmotions,Emobloom-7b,mondrian,0.2,1,0.8575393154486587,4.4597594819611475,0.057539315448658646
GoEmotions,Emobloom-7b,mondrian,0.3,1,0.723404255319149,3.5383903792784457,0.023404255319149025
GoEmotions,Emobloom-7b,mondrian,0.4,1,0.6419981498612396,2.7567067530064753,0.04199814986123962
GoEmotions,Emobloom-7b,mondrian,0.5,1,0.543940795559667,1.8704902867715079,0.04394079555966701
GoEmotions,Emobloom-7b,mondrian,0.6,1,0.4708603145235893,1.4976873265494912,0.07086031452358926
GoEmotions,Emobloom-7b,mondrian,0.7,1,0.4051803885291397,1.3487511563367252,0.10518038852913963
GoEmotions,Emobloom-7b,mondrian,0.8,1,0.34967622571692875,1.0462534690101757,0.1496762257169288
GoEmotions,Emobloom-7b,mondrian,0.9,1,0.39222941720629045,1.0,0.2922294172062905
GoEmotions,Emobloom-7b,mondrian,0.1,2,0.9383057090239411,5.193370165745856,0.03830570902394104
GoEmotions,Emobloom-7b,mondrian,0.2,2,0.8471454880294659,3.8259668508287294,0.04714548802946583
GoEmotions,Emobloom-7b,mondrian,0.3,2,0.7237569060773481,2.8093922651933703,0.02375690607734815
GoEmotions,Emobloom-7b,mondrian,0.4,2,0.6224677716390423,2.020257826887661,0.022467771639042344
GoEmotions,Emobloom-7b,mondrian,0.5,2,0.5386740331491713,1.6694290976058932,0.03867403314917128
GoEmotions,Emobloom-7b,mondrian,0.6,2,0.47882136279926335,1.4640883977900552,0.07882136279926333
GoEmotions,Emobloom-7b,mondrian,0.7,2,0.36279926335174956,1.1114180478821363,0.06279926335174951
GoEmotions,Emobloom-7b,mondrian,0.8,2,0.3406998158379374,1.0257826887661141,0.14069981583793745
GoEmotions,Emobloom-7b,mondrian,0.9,2,0.3462246777163904,1.0,0.24622467771639045
GoEmotions,Emobloom-7b,mondrian,0.1,3,0.9363468634686347,5.113468634686347,0.036346863468634694
GoEmotions,Emobloom-7b,mondrian,0.2,3,0.8643911439114391,4.046125461254612,0.06439114391143907
GoEmotions,Emobloom-7b,mondrian,0.3,3,0.7232472324723247,2.955719557195572,0.02324723247232474
GoEmotions,Emobloom-7b,mondrian,0.4,3,0.6309963099630996,2.319188191881919,0.030996309963099655
GoEmotions,Emobloom-7b,mondrian,0.5,3,0.5424354243542435,1.7619926199261993,0.04243542435424352
GoEmotions,Emobloom-7b,mondrian,0.6,3,0.44649446494464945,1.334870848708487,0.04649446494464943
GoEmotions,Emobloom-7b,mondrian,0.7,3,0.38099630996309963,1.1900369003690037,0.08099630996309959
GoEmotions,Emobloom-7b,mondrian,0.8,3,0.34501845018450183,1.03690036900369,0.14501845018450188
GoEmotions,Emobloom-7b,mondrian,0.9,3,0.39114391143911437,1.0027675276752768,0.2911439114391144
GoEmotions,Emobloom-7b,mondrian,0.1,4,0.9547970479704797,5.2011070110701105,0.054797047970479684
GoEmotions,Emobloom-7b,mondrian,0.2,4,0.8763837638376384,4.071033210332104,0.07638376383763834
GoEmotions,Emobloom-7b,mondrian,0.3,4,0.7398523985239852,3.11070110701107,0.039852398523985255
GoEmotions,Emobloom-7b,mondrian,0.4,4,0.6466789667896679,2.4206642066420665,0.046678966789667875
GoEmotions,Emobloom-7b,mondrian,0.5,4,0.5350553505535055,1.753690036900369,0.035055350553505504
GoEmotions,Emobloom-7b,mondrian,0.6,4,0.4446494464944649,1.4575645756457565,0.044649446494464895
GoEmotions,Emobloom-7b,mondrian,0.7,4,0.35885608856088563,1.0913284132841328,0.05885608856088559
GoEmotions,Emobloom-7b,mondrian,0.8,4,0.34686346863468637,1.0175276752767528,0.1468634686346864
GoEmotions,Emobloom-7b,mondrian,0.9,4,0.37177121771217714,1.0,0.27177121771217716
GoEmotions,Emobloom-7b,mondrian,0.1,5,0.9481961147086031,5.479185938945421,0.04819611470860308
GoEmotions,Emobloom-7b,mondrian,0.2,5,0.8769657724329325,4.295097132284921,0.07696577243293246
GoEmotions,Emobloom-7b,mondrian,0.3,5,0.7326549491211841,3.183163737280296,0.03265494912118416
GoEmotions,Emobloom-7b,mondrian,0.4,5,0.6253469010175763,2.3450508788159112,0.025346901017576307
GoEmotions,Emobloom-7b,mondrian,0.5,5,0.5467160037002775,1.7335800185013877,0.04671600370027751
GoEmotions,Emobloom-7b,mondrian,0.6,5,0.47548566142460685,1.5069380203515264,0.07548566142460683
GoEmotions,Emobloom-7b,mondrian,0.7,5,0.38020351526364476,1.147086031452359,0.08020351526364472
GoEmotions,Emobloom-7b,mondrian,0.8,5,0.3385753931544866,1.0259019426456983,0.13857539315448664
GoEmotions,Emobloom-7b,mondrian,0.9,5,0.37465309898242366,1.0027752081406105,0.2746530989824237
GoEmotions,Emobloom-7b,mondrian,0.1,6,0.9391143911439115,5.014760147601476,0.039114391143911464
GoEmotions,Emobloom-7b,mondrian,0.2,6,0.8284132841328413,4.0599630996309966,0.028413284132841277
GoEmotions,Emobloom-7b,mondrian,0.3,6,0.6946494464944649,3.087638376383764,0.005350553505535038
GoEmotions,Emobloom-7b,mondrian,0.4,6,0.6190036900369004,2.617158671586716,0.01900369003690039
GoEmotions,Emobloom-7b,mondrian,0.5,6,0.5387453874538746,2.109778597785978,0.03874538745387457
GoEmotions,Emobloom-7b,mondrian,0.6,6,0.4095940959409594,1.334870848708487,0.00959409594095939
GoEmotions,Emobloom-7b,mondrian,0.7,6,0.34686346863468637,1.161439114391144,0.04686346863468632
GoEmotions,Emobloom-7b,mondrian,0.8,6,0.3533210332103321,1.0341328413284132,0.15332103321033214
GoEmotions,Emobloom-7b,mondrian,0.9,6,0.39760147601476015,1.0018450184501846,0.29760147601476017
GoEmotions,Emobloom-7b,mondrian,0.1,7,0.9529520295202952,5.354243542435424,0.05295202952029521
GoEmotions,Emobloom-7b,mondrian,0.2,7,0.8726937269372693,4.268450184501845,0.07269372693726928
GoEmotions,Emobloom-7b,mondrian,0.3,7,0.7444649446494465,2.8690036900369003,0.0444649446494465
GoEmotions,Emobloom-7b,mondrian,0.4,7,0.6761992619926199,2.220479704797048,0.07619926199261995
GoEmotions,Emobloom-7b,mondrian,0.5,7,0.5738007380073801,1.7011070110701108,0.07380073800738007
GoEmotions,Emobloom-7b,mondrian,0.6,7,0.46586715867158673,1.283210332103321,0.06586715867158671
GoEmotions,Emobloom-7b,mondrian,0.7,7,0.4114391143911439,1.1448339483394834,0.11143911439114385
GoEmotions,Emobloom-7b,mondrian,0.8,7,0.3994464944649446,1.0202952029520296,0.19944649446494467
GoEmotions,Emobloom-7b,mondrian,0.9,7,0.41974169741697415,1.0009225092250922,0.31974169741697417
GoEmotions,Emobloom-7b,mondrian,0.1,8,0.9363468634686347,5.228782287822878,0.036346863468634694
GoEmotions,Emobloom-7b,mondrian,0.2,8,0.8477859778597786,4.193726937269373,0.04778597785977856
GoEmotions,Emobloom-7b,mondrian,0.3,8,0.7075645756457565,2.893911439114391,0.007564575645756522
GoEmotions,Emobloom-7b,mondrian,0.4,8,0.6429889298892989,2.3496309963099633,0.04298892988929892
GoEmotions,Emobloom-7b,mondrian,0.5,8,0.5119926199261993,1.7407749077490775,0.011992619926199266
GoEmotions,Emobloom-7b,mondrian,0.6,8,0.4215867158671587,1.4132841328413284,0.021586715867158657
GoEmotions,Emobloom-7b,mondrian,0.7,8,0.32287822878228783,1.0765682656826567,0.02287822878228779
GoEmotions,Emobloom-7b,mondrian,0.8,8,0.3053505535055351,1.0138376383763839,0.10535055350553513
GoEmotions,Emobloom-7b,mondrian,0.9,8,0.3514760147601476,1.0,0.25147601476014764
GoEmotions,Emobloom-7b,mondrian,0.1,9,0.9271217712177122,4.919741697416974,0.0271217712177122
GoEmotions,Emobloom-7b,mondrian,0.2,9,0.8523985239852399,3.8339483394833946,0.05239852398523981
GoEmotions,Emobloom-7b,mondrian,0.3,9,0.7130996309963099,2.9603321033210332,0.013099630996309952
GoEmotions,Emobloom-7b,mondrian,0.4,9,0.6328413284132841,2.3265682656826567,0.03284132841328413
GoEmotions,Emobloom-7b,mondrian,0.5,9,0.559040590405904,1.8191881918819188,0.059040590405904037
GoEmotions,Emobloom-7b,mondrian,0.6,9,0.48616236162361626,1.599630996309963,0.08616236162361623
GoEmotions,Emobloom-7b,mondrian,0.7,9,0.3985239852398524,1.3809963099630995,0.09852398523985234
